name,price,specification,description
Pastel Orange Printed and Embroidered Silk Saree,"Tk 23,311.63","['Silk', 'Hand Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Pastel orange printed silk saree with floral embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Teal-Blue Printed and Embroidered Cotton Shalwar Kameez Set,"As low asTk 4,539.53","['Cotton', 'Hand Embroidery', 'Long', 'Band Collar', 'Open', '3-Quarter Sleeve', 'Extra Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Teal-blue printed vortex kameez with multicolour embroidery. Comes with matching printed vortex-cotton shalwar and matching printed cotton dupatta.
Black Nakshi Kantha Embroidered Muslin Saree,"Tk 27,162.79","['Muslin', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Black muslin saree with multicolour Nakshi Kantha embroidery. Small printed detailing over kuchi near waist.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Crimson Red Embroidered Silk Saree,"Tk 28,544.19","['Silk', 'Hand Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Crimson red saree with multicolour embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Dusty Pink Embroidered and Tie-Dyed Embroidered Silk Saree,"Tk 20,093.02","['Silk', 'Hand Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Dusty pink tie-dyed and printed silk saree with multicolour embroidery. Unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Half Silk Jamdani Saree,"Tk 32,586.05","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Red half silk jamdani saree with orange and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Orange Nakshi Kantha Embroidered Silk Saree,"Tk 20,186.05","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Orange silk saree with Nakshi Kantha embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Ambitious Rose Pink Printed and Embroidered Silk Saree,"Tk 22,302.33","['Silk', 'Hand Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Ambitious rose pink dyed and printed silk saree with floral embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Green Embroidery Punching Block Beauty Theme Shalwar Kameez,"As low asTk 5,041.86","['Viscose', 'Hand Embroidery', 'Long', 'Band Collar', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Green appliqued viscose kameez with golden embroidery. Comes with matching printed cotton shalwar and red printed viscose dupatta with tassel.
Watermelon Embroidered Punching Block Beauty Theme Shalwar Kameez,"As low asTk 4,651.16","['Viscose', 'Hand Embroidery', 'Long', 'High Collar', 'Open', 'Full Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Watermelon printed viscose kameez with red and golden embroidery. Comes with matching cotton shalwar and red printed viscose-cotton dupatta with tassel.
Black Printed Folk Art Theme Shalwar Kameez,"As low asTk 3,618.60","['Viscose', 'Screen Print', 'Long', 'Band Collar', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']","Black viscose kameez with watermelon, brown and golden prints. Comes with matching cotton shalwar and maroon printed viscose-cotton dupatta with tassel."
Blue Punching Block Beauty Theme Shalwar Kameez Set,"As low asTk 4,660.47","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'Round With V Neck', 'Open', 'Bell Sleeve', 'Long Kameez With Classic Pants & Extra Long Kameez With Pencil Pants', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Blue printed viscose-cotton kameez with yellow and green embroidery. Comes with matching printed viscose-cotton shalwar and mustard printed viscose-cotton dupatta.
Light Aquamarine Embroidered Folk Art Shalwar Kameez Set,"As low asTk 4,469.77","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'Round Neck', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist']","Light aquamarine cotton and viscose kameez with yellow, orange, green, golden prints and embroidery. Comes with light aquamarine cotton shalwar and printed cotton and viscose dupatta."
Olive Panama Heritage Theme Shalwar Kameez,"As low asTk 4,162.79","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'Band Collar', 'Side Close', 'Long Kameez With Pants & Extra Long Kameez With Churidar/Chose', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Olive printed viscose-cotton kameez with yellow ochre and orange embroidery. Comes with olive printed viscose-cotton shalwar and orange -cotton dupatta.
Green/Blue Half Silk Jamdani Saree,"Tk 15,641.86","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Green and blue half silk jamdani saree with magenta and white weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Pink Half Silk Jamdani Saree,"Tk 17,023.26","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Pink half silk jamdani saree with silver, copper and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Green Half Silk Jamdani Saree,"Tk 20,846.51","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Green half silk jamdani saree with green and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Dark Chocolate Half Silk Jamdani Saree,"Tk 20,204.65","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Dark chocolate half silk jamdani saree with golden and fuchsia weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Printed and Embroidered Viscose Kameez,"As low asTk 5,055.81","['Viscose', 'Hand Embroidery', 'Classic Pants', 'Long', 'Round Neck', 'Side Open', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']","Red printed viscose kameez with orange, red and copper embroidery. Comes with matching viscose shalwar and burnt orange printed viscose dupatta with tassels."
Red Dyed and Nakshi Kantha Embroidered Silk Saree,"Tk 28,916.28","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Red dyed silk saree with Nakshi Kantha embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Dusty Rose Panama Heritage Theme Shalwar Kameez Set,"As low asTk 3,190.70","['Viscose', 'Screen Print', 'Long', 'Band Collar', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Dusty rose printed viscose kameez with embroidery. Comes with brown printed cotton shalwar and brown printed viscose dupatta.
Blue Nakshi Kantha Embroidered Silk Saree,"Tk 27,623.26","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Blue silk saree with Nakshi Kantha embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Cyan Punching Block Beauty Theme Shalwar Kameez Set,"As low asTk 3,990.70","['Viscose', 'Hand Embroidery', 'Long', 'Round Neck', 'Open', 'Full Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']","Cyan textured viscose kameez with brown, navy blue and golden embroidery. Comes with matching cotton shalwar and black printed viscose-cotton dupatta."
Turquoise Panama Heritage Theme Shalwar Kameez Set,"As low asTk 5,679.07","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'V Neck', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Turquoise printed viscose-cotton kameez with yellow and white embroidery. Comes with matching printed cotton shalwar and matching printed viscose-cotton dupatta.
Gardenia Punching Block Beauty Theme Shalwar Kameez Set,"As low asTk 3,567.44","['Cotton', 'Hand Embroidery', 'Long', 'Round Neck', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Gardenia and orange dyed printed vortex cotton kameez with embroidery and sequin detailing. Comes with matching printed viscose-cotton shalwar and matching printed cotton dupatta.
Green Wax Dyed and Embroidered Viscose-Cotton Kameez,"As low asTk 7,609.30","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Chosh', 'Long', 'V Neck', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Green wax dyed and printed viscose-cotton kameez with embroidery. Comes with matching wax dyed viscose-cotton shalwar and slate blue viscose-cotton dupatta.
Pink Printed and Embroidered Viscose Shalwar Kameez Set,"As low asTk 4,395.35","['Viscose', 'Hand Embroidery', 'Long', 'V Neck', 'Close', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Pink textured and embroidered viscose kameez with multicolour floral prints. Comes with matching printed cotton shalwar and yellow-pink printed viscose-cotton dupatta.
Olive Embroidered Punching Block Beauty Theme Shalwar Kameez Set,"As low asTk 4,353.49","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'Band Collar', 'Open', '3-Quarter Sleeve', 'Medium Kameez With Classic Shalwar & Long Kameez With Chosh', 'Elastic Waist']","Olive cotton and viscose kameez with green, orange, red prints and embroidery. Comes with olive check cotton shalwar and printed cotton dupatta."
Teal Embroidered Interwoven Theme Shalwar Kameez,"As low asTk 4,018.60","['Viscose', 'Hand Embroidery', 'Long', 'Round Neck', 'Side Open', '3-Quarter Sleeve', 'Extra Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Teal printed viscose kameez with orange embroidery. Comes with matching cotton shalwar and mustard printed muslin silk dupatta with tassels.
Olive Green Printed and Embroidered Textured Viscose Kurta,"As low asTk 2,720.93","['Viscose', 'Hand Embroidery', 'V Neck', 'Open', '3-Quarter Sleeve', 'Long', 'Hand Wash With Mild Detergent In Cold Water']",Olive green embroidered textured viscose kurta with multicolour floral prints.
Goldenrod Printed and Erri Embroidered Viscose Kurta,"As low asTk 3,283.72","['Viscose', 'Erri Embroidery', 'Band Collar', 'Side Pocket', '3-Quarter Sleeve', 'Extra Long', 'Hand Wash With Mild Detergent In Cold Water']",Goldenrod printed viscose kurta with erri embroidery.
Coffee Dyed and Embroidered Viscose Kurta,"As low asTk 2,627.91","['Viscose', 'Machine Embroidery', 'V Neck', '3-Quarter Sleeve', 'Long', 'Hand Wash With Mild Detergent In Cold Water']",Coffee dyed and printed viscose kurta with turquoise embroidery.
Light Onion Pink Printed and Nakshi Kantha Embroidered Silk Saree,"Tk 22,860.47","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Light onion pink printed silk saree with Nakshi Kantha embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Pink Half Silk Jamdani Saree,"Tk 20,195.35","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Pink half silk jamdani saree with golden and fuchsia buti detailing. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Wax Dyed Punching Block Beauty Theme Shalwar Kameez,"As low asTk 4,902.33","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'V Neck', 'Close', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Red sand splash dye viscose-cotton kameez with golden embroidery. Comes with matching green cotton shalwar and peacock blue wax dyed viscose-cotton dupatta with tassel.
Orange Embroidered Punching Block Beauty Theme Shalwar Kameez,"As low asTk 4,274.42","['Cotton', 'Hand Embroidery', 'Long', 'Round Neck', 'Side Open', '3-Quarter Sleeve', 'Extra Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']","Orange printed cotton kameez with rust, sage green and golden embroidery. Comes with coffee printed cotton shalwar and orange printed viscose-cotton dupatta with tassels."
Green Striped Silk Saree,"Tk 7,799.00","['Silk', 'With Blouse Piece', 'Dry Clean']","Green striped silk saree with magenta weaving. Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Magenta Printed Viscose Panjabi,"As low asTk 2,167.44","['Viscose', 'Screen Print', 'Round Neck', '3-Quarter Sleeve', 'Long', 'Hand Wash With Mild Detergent In Cold Water']",Magenta textured viscose panjabi with golden prints.
Multicolour Tangail Soft Silk Baluchari Saree,"Tk 7,213.95","['Soft Silk', 'With Blouse Piece', 'Dry Clean']","Multicolour Tangail soft silk baluchari saree with purple, blue and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product.Origin:This saree is crafted in the district of Tangail, Bangladesh."
Turquoise Embroidered Punching Block Beauty Theme Shalwar Kameez,"As low asTk 5,939.53","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'Round Neck', 'Close', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Turquoise printed viscose-cotton kameez with white and golden embroidery. Comes with matching printed viscose-cotton shalwar and turquoise printed viscose-cotton dupatta with tassel.
Brick Red Silk Saree,"Tk 10,339.00","['Silk', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Brick red silk saree with pink and black weaving. Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Pistachio Printed and Erri Embroidered Viscose Kurta,"As low asTk 4,390.70","['Viscose', 'Hand Embroidery', 'Band Collar', 'Open', '3-Quarter Sleeve', 'Long', 'Hand Wash With Mild Detergent In Cold Water']",Pistachio printed viscose kurta with green embroidery.
Yellow/Golden Check Silk Saree,"Tk 8,718.00","['Silk', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Yellow and golden check silk saree with magenta and teal weaving. Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Purple/Magenta Dual Tone Silk Saree,"Tk 9,894.00","['Silk', 'With Blouse Piece', 'Dry Clean']","Purple and magenta dual tone silk saree with golden, green and deep pink weaving. Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Fuchsia Silk Saree,"Tk 12,525.00","['Silk', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Fuchsia silk saree with golden weaving. Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Olive Half Silk Jamdani Saree,"Tk 33,879.07","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Olive half silk jamdani saree with blue and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Mauve Nakshi Kantha Embroidered Silk Saree,"Tk 32,325.58","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Mauve silk saree with Nakshi Kantha embroidery and sequin detailing.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Brown Printed and Nakshi Kantha Embroidered Muslin Saree,"Tk 16,051.16","['Muslin', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Brown printed saree with Nakshi Kantha embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Orange Half Silk Jamdani Saree,"Tk 27,488.37","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Orange half silk jamdani saree with orange and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Blue Printed and Embroidered Muslin Saree,"Tk 22,283.72","['Muslin', 'Hand Applique', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Blue printed muslin saree with purple embroidery and appliqued.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Blue Nakshi Kantha Embroidered Silk Saree,"Tk 18,358.14","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Blue silk saree with Nakshi Kantha embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Bottle Green Appliqued and Embroidered Silk Saree,"Tk 24,162.79","['Silk', 'Machine Applique', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Bottle green silk saree with black embroidery over appliqued.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Yellow Half Silk Jamdani Saree,"Tk 23,460.47","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Yellow half silk jamdani saree with multicolour weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Fern Green Printed and Embroidered Cashmilon Kurta,"As low asTk 2,572.09","['Cashmilon', 'Hand Embroidery', 'V Neck', 'Side Pocket', 'Open', '3-Quarter Sleeve', 'Extra Long', 'Hand Wash With Mild Detergent In Cold Water']",Fern green printed cashmilon kurta with multicolour embroidery.
Yellow Appliqued and Embroidered Cotton Saree,"Tk 3,232.56","['Cotton', 'Machine Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Hand Wash With Mild Detergent In Cold Water And Starch']","Yellow cotton saree with floral embroidery over appliqued.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Pastel Green Brush Painted and Embroidered Silk Saree,"Tk 26,302.33","['Silk', 'Hand Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Pastel green brush painted and printed silk saree with olive embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Light Green Half Silk Jamdani Saree,"Tk 20,195.35","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Light green half silk jamdani saree with purple and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Green Wax Dyed and Embroidered Viscose-Cotton Kameez,"As low asTk 7,609.30","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Chosh', 'Long', 'V Neck', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Green wax dyed and printed viscose-cotton kameez with embroidery. Comes with matching wax dyed viscose-cotton shalwar and slate blue viscose-cotton dupatta.
Brown Embroidered Faux Leather Heel Sandal,"As low asTk 1,647.62","['Machine Embroidery', 'Faux Leather', 'Cone Heel', 'Faux Leather Lining', 'Crepe Sole', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Brown faux leather heel sandal with embroidery and beads detail. Comfortable footbed and crepe outsole.
Blue Genuine Leather Sandal,As low asTk 976.19,"['Genuine Leather', 'Flat', 'Genuine Leather Lining', 'Rubber Sole', 'Clean With Soft Dry Brush And Keep It In a Dry Place']","Blue leather sandal with stitch detail. Comfortable footbed, buffalo midsole and rubber outsole."
